"seed_id","seed_value"
11031,50670539
11032,312699736
11033,571890014
11034,639259155
11035,943600186
11036,118833759
11037,38341387
11038,738418909
11039,353326813
11040,767830733
11041,422808522
11042,811783636
11043,536166703
11044,697795825
11045,791445784
11046,753929855
11047,360869912
11048,84418113
11049,401250423
11050,479500240
11051,472111998
11052,577308208
11053,119408018
11054,443330177
11055,510547462
11056,140410891
11057,106798080
11058,400827373
11059,594679303
11060,264606743
11061,784296384
11062,625015211
11063,656802727
11064,944121905
11065,368527525
11066,568183264
11067,170773716
11068,966706552
11069,880716240
11070,726730184
11071,907846636
11072,31021930
11073,584970359
11074,540135160
11075,176212985
11076,812368258
11077,661525487
11078,523330549
11079,60863347
11080,622476508
11081,606633874
11082,269981823
11083,730453388
11084,385992404
11085,101182461
11086,844905110
11087,25868364
11088,29714680
11089,772418359
11090,122579088
11091,215858936
11092,168457147
11093,764337675
11094,79516537
11095,301342760
11096,4207971
11097,369681386
11098,527703615
11099,509085618
11100,8467953
11101,900150221
11102,212562271
11103,190997446
11104,541779461
11105,10978217
11106,501128835
11107,995491004
11108,226354447
11109,350030177
11110,605855809
11111,373052922
11112,364339786
11113,593831268
11114,617472144
11115,785398297
11116,883400488
11117,930759275
11118,498945156
11119,841625694
11120,187085262
11121,373804259
11122,94291000
11123,644370269
11124,14755451
11125,56219883
11126,360890316
11127,768395281
11128,92838413
11129,197287243
11130,990410470
11131,71296790
11132,82204523
11133,954611272
11134,742665117
11135,874630499
11136,178161024
11137,952858533
11138,302535323
11139,856880206
11140,753383035
11141,123661457
11142,183665975
11143,613269879
11144,974601084
11145,845800706
11146,857862058
11147,705050341
11148,700378504
11149,353492520
11150,538087745
11151,650006584
11152,727765051
11153,504156216
11154,311595314
11155,174466608
11156,65947613
11157,49010852
11158,610813924
11159,813345783
11160,539923780
11161,174006171
11162,287020654
11163,507770358
11164,621688452
11165,266191391
11166,505590982
11167,583991800
11168,198209282
11169,634243143
11170,379313138
11171,810540184
11172,437182994
11173,725921541
11174,783124162
11175,754991557
11176,782401383
11177,710484551
11178,490056943
11179,559810605
11180,368435009
11181,201459231
11182,235388242
11183,705823646
11184,418004127
11185,540124778
11186,783351613
11187,819333028
11188,450878695
11189,288048720
11190,721421692
11191,798451301
11192,338390326
11193,554350542
11194,267394025
11195,856325894
11196,911996496
11197,659658927
11198,810039785
11199,912252290
11200,768534911
11201,381896169
11202,956837470
11203,15849334
11204,723767535
11205,388356182
11206,705240702
11207,461845807
11208,209219775
11209,753968138
11210,907276324
11211,813081839
11212,761081761
11213,951282205
11214,713199772
11215,761073577
11216,786922367
11217,546041701
11218,371548905
11219,780311179
11220,123689335
11221,600743271
11222,631395278
11223,922962829
11224,60400539
11225,100606715
11226,992151320
11227,605709947
11228,645985067
11229,91549505
11230,319352409
11231,157199560
11232,582274550
11233,603674588
11234,860214641
11235,640380251
11236,146307233
11237,219252235
11238,459999186
11239,770407487
11240,446268017
11241,852033128
11242,357006786
11243,646816927
11244,148084779
11245,483099055
11246,299400814
11247,652224688
11248,150371130
11249,506926964
11250,708289542
11251,939223120
11252,485420354
11253,265083874
11254,918766956
11255,720472742
11256,879298234
11257,278705075
11258,443680083
11259,498875989
11260,891572786
11261,124997551
11262,847488378
11263,962744715
11264,411351911
11265,828939641
11266,771025333
11267,610851946
11268,967410894
11269,241028909
11270,758223810
11271,313307582
11272,243656000
11273,292543025
11274,545588565
11275,722993483
11276,240396172
11277,718869053
11278,394330030
11279,599004
11280,522844153
11281,994613549
11282,839113222
11283,489318737
11284,875832188
11285,749885243
11286,139535908
11287,426721807
11288,598751393
11289,424459838
11290,316161514
11291,603378389
11292,831219416
11293,357291760
11294,952425274
11295,333845282
11296,818244582
11297,627260724
11298,181955251
11299,532846449
11300,604766929
11301,640814389
11302,635261701
11303,139319684
11304,301126463
11305,800579216
11306,105197084
11307,480405056
11308,955410303
11309,761540272
11310,390870555
11311,409638141
11312,393203659
11313,840402738
11314,610945202
11315,536961527
11316,727446287
11317,500450903
11318,598408185
11319,999512532
11320,71032898
11321,161034939
11322,79288381
11323,728893510
11324,662395202
11325,494312750
11326,300801887
11327,961205
11328,290732814
11329,729333966
11330,403925466
11331,750622119
11332,103036564
11333,571830109
11334,965809656
11335,627519229
11336,277998858
11337,557156209
11338,989801263
11339,844748778
11340,235702324
11341,405232914
11342,156451354
11343,344766864
11344,428834082
11345,659939057
11346,741520065
11347,108557603
11348,674120296
11349,452049913
11350,725691712
11351,586381076
11352,825298803
11353,351331419
11354,701480170
11355,133252542
11356,517428999
11357,490369622
11358,644386616
11359,976757311
11360,87251528
11361,305460633
11362,230007717
11363,812197145
11364,630243599
11365,150786788
11366,30241133
11367,743871989
11368,392800757
11369,748607539
11370,597308049
11371,395788240
11372,990569508
11373,185526120
11374,823556925
11375,371471554
11376,393571109
11377,845286816
11378,573914508
11379,798285398
11380,890451583
11381,288986246
11382,229014724
11383,598113734
11384,15594805
11385,64119077
11386,903210804
11387,924000344
11388,451258163
11389,275765795
11390,345849708
11391,999183924
11392,245891574
11393,36494134
11394,4364652
11395,215916427
11396,775396392
11397,772159946
11398,35475576
11399,590638232
11400,874625569
11401,540327053
11402,434791688
11403,733273560
11404,222902471
11405,94398654
11406,93275712
11407,74401303
11408,637619421
11409,99454518
11410,948808064
11411,983517912
11412,474442113
11413,315988294
11414,969949636
11415,882453937
11416,841074379
11417,705443383
11418,298880797
11419,84380563
11420,716421023
11421,57133431
11422,57239947
11423,879545134
11424,291667963
11425,299989335
11426,698868500
11427,676168249
11428,123519411
11429,175545873
11430,227008260
11431,789772656
11432,68547608
11433,792125267
11434,375237490
11435,135629766
11436,115299982
11437,930140786
11438,638454649
11439,564234078
11440,152044585
11441,997976030
11442,220911356
11443,643008128
11444,356521968
11445,741818819
11446,407763579
11447,600116115
11448,998842232
11449,490288342
11450,328321300
11451,951822816
11452,543424690
11453,789642551
11454,67278160
11455,632174851
11456,891101333
11457,159413951
11458,285410329
11459,1042528
11460,761775793
11461,427244870
11462,973156087
11463,734243751
11464,335274877
11465,774933338
11466,966154406
11467,375061340
11468,272631442
11469,731035322
11470,484669784
11471,428559571
11472,639676164
11473,378826615
11474,401384317
11475,744460611
11476,263764586
11477,684270825
11478,503141468
11479,734756732
11480,6182312
11481,142447216
11482,166987760
11483,942862969
11484,376428473
11485,954317911
11486,779404104
11487,339215114
11488,744558504
11489,871854113
11490,39169994
11491,467028178
11492,485177281
11493,17422218
11494,319537798
11495,777236556
11496,357063332
11497,95287873
11498,968679073
11499,464461385
11500,590527210
11501,234298612
11502,859331053
11503,419846654
11504,111529760
11505,541802692
11506,517593313
11507,228673186
11508,378611265
11509,642286938
11510,855741120
11511,161439957
11512,109332711
11513,867362229
11514,378943134
11515,134178547
11516,892504532
11517,212249202
11518,976980138
11519,860373656
11520,389438990
11521,606606176
11522,864166994
11523,824873500
11524,947028964
11525,624669831
11526,871668797
11527,564745518
11528,562400178
11529,295978337
11530,993317631
11531,816262297
11532,930653014
11533,734635424
11534,27615526
11535,535051142
11536,995596198
11537,763518474
11538,966057971
11539,414068550
11540,559580765
11541,39907329
11542,936910963
11543,1932738
11544,613426149
11545,599756490
11546,397398188
11547,728321822
11548,635493385
11549,830288851
11550,963021725
11551,234430727
11552,221080956
11553,417918829
11554,840705471
11555,279297001
11556,63248625
11557,4738771
11558,211703171
11559,404599926
11560,943391525
11561,525993867
11562,587790624
11563,563512119
11564,925827614
11565,279100292
11566,422680211
11567,293294922
11568,858792245
11569,531864773
11570,751765084
11571,905068294
11572,279198737
11573,855233422
11574,595541361
11575,106971520
11576,286441580
11577,717848442
11578,423374817
11579,146902634
11580,786815170
11581,338229784
11582,991264025
11583,772299818
11584,783973469
11585,56693029
11586,502816396
11587,551971292
11588,59163504
11589,95954984
11590,859891494
11591,473541786
11592,203574571
11593,969530466
11594,575537527
11595,892495016
11596,612014787
11597,264003003
11598,282244310
11599,493856137
11600,499003793
11601,294353664
11602,631657377
11603,510501751
11604,963615470
11605,348063223
11606,476677002
11607,929245614
11608,903011638
11609,398008077
11610,748841982
11611,578790451
11612,890632202
11613,851659244
11614,657867359
11615,482171994
11616,830610715
11617,424898536
11618,343781247
11619,220490499
11620,240100560
11621,455453937
11622,74637883
11623,944855329
11624,288735892
11625,380942993
11626,719589323
11627,758455766
11628,533425669
11629,832530280
11630,867198550
11631,528169183
11632,584004505
11633,260017776
11634,968754307
11635,750756915
11636,174705582
11637,818048667
11638,650148893
11639,784611700
11640,157130889
11641,189885326
11642,344568921
11643,564137952
11644,39001528
11645,285510872
11646,971702536
11647,979026349
11648,648893860
11649,820950759
11650,778129989
11651,181274539
11652,350926364
11653,522134050
11654,933728477
11655,159623346
11656,263636913
11657,652115909
11658,305278858
11659,248936023
11660,534703424
11661,184344096
11662,823657373
11663,343365256
11664,860571544
11665,77182729
11666,893988262
11667,860432579
11668,8149907
11669,535347882
11670,827924344
11671,773839837
11672,145001299
11673,85750385
11674,882972830
11675,678698647
11676,615913372
11677,529189063
11678,594813048
11679,511456306
11680,364738679
11681,882803858
11682,117814826
11683,64459881
11684,967337230
11685,582373279
11686,432787256
11687,106941136
11688,162757094
11689,339028193
11690,359257275
11691,11908223
11692,125401563
11693,359061519
11694,733865436
11695,897224377
11696,930442375
11697,383536365
11698,421964431
11699,76484505
11700,61624995
11701,587296992
11702,614765671
11703,651307431
11704,647608026
11705,154883788
11706,924924020
11707,796366038
11708,802770954
11709,589477371
11710,965584570
11711,375563163
11712,377551916
11713,138094308
11714,641436881
11715,395133921
11716,357173851
11717,281813267
11718,60092158
11719,585860972
11720,58610827
11721,877832279
11722,135846081
11723,806508883
11724,267937067
11725,569740186
11726,593147071
11727,176185772
11728,966496872
11729,296596547
11730,587470789
11731,963936542
11732,43239504
11733,278433039
11734,44585815
11735,295046443
11736,584046825
11737,591589528
11738,166602773
11739,379092725
11740,688611684
11741,880438350
11742,531464708
11743,726794903
11744,323697399
11745,954976916
11746,327055871
11747,876744472
11748,446246773
11749,698365606
11750,533534113
11751,193683662
11752,270243780
11753,160022868
11754,987053096
11755,541107469
11756,221312639
11757,344163344
11758,596368503
11759,601191349
11760,203693485
11761,797013838
11762,732642420
11763,7478690
11764,224973073
11765,797682591
11766,914024655
11767,521600092
11768,137766937
11769,961525136
11770,524667731
11771,389464946
11772,814403690
11773,170941156
11774,936592738
11775,52120330
11776,12586512
11777,351170860
11778,737522162
11779,42400196
11780,222713198
11781,573588827
11782,831152960
11783,984323279
11784,667366568
11785,59199334
11786,288349659
11787,480538810
11788,490753880
11789,60382612
11790,835879869
11791,694351326
11792,493183611
11793,328610402
11794,92997474
11795,496501832
11796,312105772
11797,87305496
11798,740432425
11799,364040709
11800,365122970
11801,32982509
11802,449429315
11803,195106736
11804,598172070
11805,893442345
11806,456307853
11807,381070032
11808,913062267
11809,638751870
11810,972655612
11811,737040027
11812,902622135
11813,711923023
11814,365858401
11815,62488417
11816,438165342
11817,62272905
11818,83024191
11819,249549308
11820,319503653
11821,809185374
11822,598901068
11823,957523304
11824,204980736
11825,780169316
11826,840642617
11827,511511491
11828,851939539
11829,744798130
11830,675721711
11831,144017702
11832,496564085
11833,799063495
11834,573010473
11835,861451052
11836,284509817
11837,671665325
11838,305889778
11839,197306189
11840,36756461
11841,831733001
11842,166065144
11843,571644607
11844,555668835
11845,616497135
11846,723034483
11847,273158511
11848,819053602
11849,668606305
11850,248868036
11851,595761803
11852,682250582
11853,252481343
11854,116534787
11855,722053239
11856,921846483
11857,548055077
11858,812096617
11859,546593691
11860,107192558
11861,889684874
11862,739300876
11863,147227764
11864,742862143
11865,615411263
11866,860120266
11867,164540788
11868,463428767
11869,323258942
11870,900648776
11871,544949444
11872,529937477
11873,72406758
11874,595411355
11875,688155070
11876,896690844
11877,952429267
11878,806758397
11879,62364158
11880,958135966
11881,612096639
11882,560817488
11883,823527294
11884,993049460
11885,481002312
11886,345975291
11887,87628213
11888,319577051
11889,636517820
11890,954186490
11891,440685958
11892,818888899
11893,823690054
11894,16936893
11895,421084439
11896,115774299
11897,549649558
11898,472961375
11899,513236610
11900,330410206
11901,714380791
11902,637415402
11903,405824111
11904,719185815
11905,142011038
11906,738072244
11907,47646073
11908,470450741
11909,976256035
11910,805240105
11911,722235930
11912,826908817
11913,769330858
11914,559270782
11915,655920169
11916,571876487
11917,257082332
11918,237087269
11919,595621067
11920,516078882
11921,127953078
11922,411138420
11923,418810702
11924,25468366
11925,826212240
11926,929592157
11927,731962440
11928,51652815
11929,325188498
11930,620793966
11931,372050759
11932,495037806
11933,545935501
11934,713865004
11935,164738197
11936,19792494
11937,762687132
11938,226236383
11939,674191727
11940,412590208
11941,108277552
11942,670677108
11943,888014907
11944,236945712
11945,14491922
11946,507173064
11947,302249644
11948,946897352
11949,797258588
11950,9150564
11951,945058881
11952,984268656
11953,842220168
11954,367028493
11955,270788781
11956,653708129
11957,311044651
11958,26544166
11959,374127474
11960,878826867
11961,733750287
11962,722099650
11963,162599653
11964,677459078
11965,403755574
11966,204519055
11967,145675257
11968,24859665
11969,383690944
11970,901557549
11971,137965178
11972,842724215
11973,690575631
11974,538613649
11975,448639215
11976,453014848
11977,457022777
11978,846467714
11979,13204272
11980,612345287
11981,491808304
11982,174114226
11983,436962564
11984,746773291
11985,614863255
11986,775176230
11987,412842597
11988,209292932
11989,530468259
11990,312767019
11991,702897921
11992,368956044
11993,110084295
11994,21738100
11995,206812498
11996,131915258
11997,427096323
11998,319513854
11999,488337482
12000,263031276
12001,246072537
12002,83429377
12003,350229895
12004,74888553
12005,284244937
12006,741995255
12007,414807228
12008,737002316
12009,993881978
12010,342814835
12011,915913753
12012,762040420
12013,819804660
12014,913330618
12015,460621629
12016,91483971
12017,734018335
12018,286557277
12019,449483992
12020,194952820
12021,899148567
12022,155154862
12023,131560391
12024,488687540
12025,965165498
12026,827452518
12027,946252402
12028,172317347
12029,478806129
12030,182593740
12031,205053142
12032,643644198
12033,998911881
12034,503590351
12035,106190241
12036,978898442
12037,862595216
12038,538920042
12039,719601170
12040,59154171
12041,929369220
12042,348171391
12043,364995471
12044,211159002
12045,881426915
12046,951520074
12047,689769210
12048,423315403
12049,13271678
12050,936708275
12051,548466793
12052,20668953
12053,694614628
12054,450467628
12055,595494311
12056,411482748
12057,228209326
12058,449494931
12059,546326786
12060,94923151
12061,574696078
12062,558109624
12063,952219712
12064,796908575
12065,11338364
12066,23463717
12067,118640594
12068,377629106
12069,783909335
12070,823365588
12071,120150177
12072,243892455
12073,397004169
12074,144451694
12075,941765323
12076,880871325
12077,240313731
12078,940286606
12079,323975934
12080,633165301
12081,431522506
12082,284430467
12083,764959104
12084,88257094
12085,241655439
12086,596422560
12087,606470166
12088,620903892
12089,466238451
12090,117327823
12091,42900606
12092,302794565
12093,955809530
12094,349766692
12095,460002167
12096,377098875
12097,113805481
12098,379780107
12099,570882885
12100,912600439
12101,5780078
12102,318671574
12103,383922816
12104,322336800
12105,404723900
12106,973149462
12107,896206570
12108,132098202
12109,395389407
12110,40152552
12111,415728461
12112,104228651
12113,166265159
12114,443995865
12115,305492745
12116,811234640
12117,612461391
12118,983981807
12119,861020871
12120,172690122
12121,428292854
12122,298356133
12123,718848616
12124,303684795
12125,347560374
12126,947975437
12127,489194560
12128,75407786
12129,198358296
12130,287840037
12131,844002667
12132,71297754
12133,16146947
12134,33182796
12135,925187284
12136,533743686
12137,488042713
12138,139739069
12139,33963463
12140,632881037
12141,101521764
12142,260763641
12143,17330551
12144,636161630
12145,634491964
12146,726174503
12147,759160419
12148,584431776
12149,919780739
12150,549957091
12151,304804038
12152,501505921
12153,530694591
12154,939181630
12155,350248151
12156,343455792
12157,576223056
12158,56186033
12159,834408860
12160,574193602
12161,281919021
12162,64086490
12163,7460199
12164,73543505
12165,545822847
12166,940317952
12167,325126306
12168,759387255
12169,675419687
12170,416400181
12171,153290595
12172,156888878
12173,581366783
12174,958770517
12175,173725560
12176,120814888
12177,310101054
12178,78648260
12179,246346047
12180,486877497
12181,73273766
12182,358296410
12183,122221703
12184,502520494
12185,470968108
12186,47981493
12187,586230537
12188,618962203
12189,848144706
12190,513073090
12191,137343347
12192,279155969
12193,450200039
12194,200867173
12195,932400162
12196,253396902
12197,898641387
12198,528461489
12199,248406054
12200,170164720
12201,235023630
12202,820168118
12203,360904860
12204,959092809
12205,267319612
12206,637912067
12207,330891180
12208,237763547
12209,421922668
12210,456906168
12211,867271645
12212,317828656
12213,812637687
12214,865511507
12215,401260703
12216,700232993
12217,396131626
12218,635395132
12219,912796077
12220,889922425
12221,215678346
12222,182075828
12223,170535957
12224,536485819
12225,256539658
12226,128577094
12227,500301318
12228,664667400
12229,551874631
12230,860906439
12231,73676955
12232,391252136
12233,953957531
12234,605553862
12235,747582969
12236,640087110
12237,579341698
12238,836111224
12239,728649307
12240,569486863
12241,537322384
12242,804555791
12243,522820807
12244,574097867
12245,558130514
12246,519134700
12247,217477955
12248,216122946
12249,285049112
12250,504695001
12251,293932894
12252,831705291
12253,404976623
12254,909300131
12255,818226714
12256,954722138
12257,840897760
12258,633957731
12259,815152383
12260,6890149
12261,822134688
12262,138122318
12263,739565149
12264,195564546
12265,957128308
12266,141956874
12267,357431495
12268,886358650
12269,867131295
12270,343644245
12271,639185607
12272,714266164
12273,269170907
12274,558655013
12275,668923842
12276,414745170
12277,154950507
12278,190907548
12279,337578548
12280,777918596
12281,26618666
12282,644176347
12283,611553237
12284,48931364
12285,331035415
12286,673883964
12287,740178595
12288,313449157
12289,133942024
12290,295277613
12291,242585909
12292,802854283
12293,187392353
12294,558073578
12295,367924979
12296,935041754
12297,263328380
12298,434950886
12299,492786772
12300,516611427
12301,699506288
12302,29233897
12303,769823677
12304,264962272
12305,635138559
12306,991671042
12307,537801327
12308,181118795
12309,761688770
12310,766315025
12311,230126863
12312,303666034
12313,535695347
12314,439751090
12315,217088820
12316,906324676
12317,5023414
12318,25218495
12319,634483583
12320,452166888
12321,904351360
12322,902243883
12323,659800920
12324,884215945
12325,867862386
12326,605982866
12327,544414925
12328,946115920
12329,973335658
12330,92215780
12331,118174585
12332,135167056
12333,385269932
12334,575217104
12335,265649704
12336,359142646
12337,391812445
12338,239266118
12339,324624082
12340,176284594
12341,69897057
12342,135264178
12343,52508722
12344,69840735
12345,256531587
12346,277527555
12347,630943173
12348,538028973
12349,465872560
12350,767756118
12351,89924735
12352,134071404
12353,608005621
12354,87134450
12355,767913411
12356,817420997
12357,270050868
12358,644391921
12359,369292439
12360,784493701
12361,903490274
12362,910779136
12363,742884305
12364,98258545
12365,73742255
12366,589655758
12367,97537043
12368,771804914
12369,915248751
12370,3981163
12371,784423358
12372,300329808
12373,478538214
12374,713114806
12375,266510030
12376,3702635
12377,274395550
12378,278624071
12379,853196613
12380,191998227
12381,394929931
12382,152226250
12383,834024043
12384,266710561
12385,472284651
12386,144535596
12387,9036682
12388,355322420
12389,796774019
12390,133037663
12391,490495627
12392,29854397
12393,418828297
12394,164214968
12395,92812186
12396,415017646
12397,128080680
12398,503428600
12399,870301318
12400,449840959
12401,74800242
12402,707284603
12403,868852221
12404,241504506
12405,122167373
12406,762275848
12407,785484928
12408,254587072
12409,177550740
12410,535878393
12411,776291726
12412,766744122
12413,831317912
12414,163975192
12415,948210291
12416,65149378
12417,695875676
12418,798475051
12419,590609604
12420,230008134
12421,680341053
12422,742289930
12423,44239829
12424,19339934
12425,700853857
12426,592068649
12427,946582929
12428,129213393
12429,364105183
12430,571215896
12431,32389889
12432,532790624
12433,4616895
12434,924087869
12435,516039131
12436,62834044
12437,713694492
12438,667100673
12439,64812250
12440,496841332
12441,876669303
12442,736090035
12443,433924365
12444,334918124
12445,923952378
12446,323029546
12447,543449962
12448,350491993
12449,70260889
12450,119754388
12451,522109430
12452,532085124
12453,218018997
12454,839244463
12455,304720854
12456,35385776
12457,835243776
12458,407116084
12459,386883576
12460,596548877
12461,897618777
12462,71115166
12463,172787181
12464,562705303
12465,358607446
12466,195916197
12467,840838912
12468,182159718
12469,373713885
12470,766628493
12471,824487083
12472,107948659
12473,973945183
12474,270713392
12475,148357528
12476,773646550
12477,443773878
12478,589176730
12479,917435403
12480,260160987
12481,415152074
12482,386725687
12483,102294394
12484,350319723
12485,838904959
12486,756811879
12487,330704299
12488,455545061
12489,471009029
12490,523138783
12491,694329398
12492,408678643
12493,670385088
12494,166277506
12495,306434641
12496,376182508
12497,188976990
12498,605090897
12499,616884080
12500,321492168
12501,155944994
12502,909293547
12503,599383773
12504,869916923
12505,714546592
12506,847880131
12507,949680406
12508,509545624
12509,542701328
12510,75675958
12511,960432444
12512,295372332
12513,229440768
12514,292481033
12515,818396838
12516,934637133
12517,587601717
12518,136497723
12519,982719403
12520,100609583
12521,209666008
12522,932738409
12523,533047649
12524,541954447
12525,630588743
12526,983554065
12527,43811077
12528,271304302
12529,199245932
12530,497344584
12531,45414487
12532,992467994
12533,786333193
12534,258426594
12535,568574647
12536,491416965
12537,505761418
12538,651045188
12539,275728135
12540,875341259
12541,334026179
12542,542477603
12543,735873756
12544,124304201
12545,113847046
12546,189858118
12547,460183265
12548,97274779
12549,645179141
12550,527694799
12551,537676449
12552,745804431
12553,691319085
12554,292983852
12555,631529958
12556,713337690
12557,574411497
12558,751081383
12559,988426986
12560,240053037
12561,914144056
12562,997877119
12563,915734131
12564,521861074
12565,417348619
12566,985957424
12567,305917128
12568,840598351
12569,32311691
12570,519347013
12571,860540832
12572,795243629
12573,100618584
12574,970674764
12575,105930545
12576,162513472
12577,943673424
12578,107446298
12579,228687380
12580,332468646
12581,107140443
12582,679937898
12583,695471438
12584,444395193
12585,562070644
12586,787643122
12587,243814956
12588,993734797
12589,137876835
12590,788042381
12591,122196426
12592,704648367
12593,479919803
12594,11490186
12595,42484088
12596,971099203
12597,67198954
12598,177844233
12599,304840456
12600,702599893
12601,408741980
12602,379956898
12603,900558540
12604,407109884
12605,836312269
12606,474535616
12607,280996120
12608,737853377
12609,247386152
12610,733224586
12611,889319320
12612,978867777
12613,869342164
12614,259678701
12615,680335831
12616,726921132
12617,676010218
12618,430061804
12619,264700944
12620,544890880
12621,945427308
12622,306837484
12623,891610413
12624,98109807
12625,842491132
12626,187534506
12627,584678513
12628,309793328
12629,278116935
12630,304031011
12631,9242809
12632,31513769
12633,802223514
12634,846169891
12635,986585593
12636,752552007
12637,239564487
12638,404340557
12639,141852437
12640,764339269
12641,938381584
12642,594407058
12643,607166765
12644,372644559
12645,251676759
12646,394349576
12647,56245483
12648,701255221
12649,758371707
12650,486158827
12651,737380112
12652,496576692
12653,696305510
12654,110597846
12655,883436284
12656,53699921
12657,89339797
12658,561793899
12659,761178304
12660,241846987
12661,925660135
12662,85783792
12663,397253801
12664,452824247
12665,347027361
12666,893191430
12667,244071066
12668,858604885
12669,106206853
12670,559221881
12671,646307477
12672,951963427
12673,142437973
12674,7351738
12675,518353437
12676,607801900
12677,603667773
12678,536641130
12679,59348758
12680,184838505
12681,56215380
12682,546362979
12683,17346018
12684,187385904
12685,513099032
12686,910772902
12687,281243770
12688,583067713
12689,529034110
12690,521533692
12691,115669070
12692,97399207
12693,455052586
12694,837640574
12695,318141881
12696,294511233
12697,486324438
12698,855010724
12699,341070627
12700,852664977
12701,955365782
12702,670459640
12703,553848495
12704,558508671
12705,218455884
12706,996563999
12707,197461637
12708,174549159
12709,646054926
12710,832222022
12711,794659309
12712,632182371
12713,628127188
12714,166196312
12715,280735883
12716,657236136
12717,632145801
12718,856248066
12719,470782409
12720,707186502
12721,160724470
12722,950949111
12723,249297801
12724,708811610
12725,33423846
12726,160325399
12727,841518359
12728,89398101
12729,890549657
12730,693388180
12731,598351827
12732,900569889
12733,394367123
12734,991292770
12735,653107713
12736,19188197
12737,886999345
12738,501268430
12739,257980799
12740,718285287
12741,245867963
12742,925600196
12743,701693869
12744,457971392
12745,852450546
12746,504529727
12747,438437332
12748,132547184
12749,230423729
12750,203243169
12751,414345564
12752,638671015
12753,162927524
12754,7833086
12755,614717901
12756,742077233
12757,861878586
12758,850269862
12759,563022584
12760,968195225
12761,216799643
12762,735840367
12763,116193926
12764,777349519
12765,137329699
12766,613029295
12767,544278633
12768,989328579
12769,446043112
12770,748585912
12771,616319819
12772,605073713
12773,436172620
12774,44742303
12775,796935203
12776,626866465
12777,415275343
12778,950832949
12779,198757844
12780,420912049
12781,849592372
12782,972639763
12783,592329163
12784,584326392
12785,946500850
12786,51891060
12787,248030234
12788,348724080
12789,449929542
12790,696905078
12791,326828163
12792,740646626
12793,143006773
12794,301522777
12795,655637297
12796,211052168
12797,354560761
12798,470891283
12799,614001175
12800,277173964
12801,680162062
12802,69454669
12803,962385253
12804,283097866
12805,151763657
12806,14705984
12807,701742200
12808,292722616
12809,902801134
12810,603305210
12811,711772965
12812,962956284
12813,143694963
12814,829149165
12815,618324221
12816,427590347
12817,703617245
12818,398675086
12819,53409280
12820,968190482
12821,770740550
12822,594277100
12823,682159985
12824,764071745
12825,222812128
12826,129031699
12827,472725847
12828,97645946
12829,225922183
12830,28819944
12831,529294510
12832,219131312
12833,808328669
12834,215118446
12835,639280010
12836,826330816
12837,869137024
12838,47128965
12839,72544226
12840,2347965
12841,379517687
12842,551953344
12843,492078544
12844,627248238
12845,180961170
12846,434995822
12847,458746054
12848,158638320
12849,132415903
12850,531706735
12851,733513048
12852,872056582
12853,905183064
12854,464538218
12855,443218406
12856,52726974
12857,970019263
12858,247967261
12859,971434964
12860,790375983
12861,197587580
12862,979539406
12863,979531577
12864,56629366
12865,923474207
12866,722289122
12867,690993149
12868,93447012
12869,947827063
12870,994086196
12871,216770054
12872,67386565
12873,801077995
12874,774009321
12875,89453211
12876,477867281
12877,445064456
12878,14049517
12879,163144568
12880,86571122
12881,87141881
12882,691364524
12883,777489948
12884,307771949
12885,971263256
12886,918040503
12887,45649480
12888,884104923
12889,793349033
12890,826757336
12891,527435230
12892,708935248
12893,325650075
12894,146958993
12895,778818759
12896,572218299
12897,14613492
12898,71257136
12899,852065939
12900,733478306
12901,18903810
12902,431499375
12903,317867707
12904,590096989
12905,799000121
12906,663253412
12907,420856227
12908,191292014
12909,130661953
12910,315174233
12911,829330257
12912,218131157
12913,997938872
12914,162519621
12915,674199232
12916,603427320
12917,156150732
12918,524320895
12919,647019632
12920,655824269
12921,125707808
12922,443097322
12923,680568843
12924,282938066
12925,569869868
12926,413063067
12927,638394422
12928,479591067
12929,172742801
12930,655414465
12931,734021378
12932,323398944
12933,6405337
12934,842598716
12935,379978189
12936,300962134
12937,731395583
12938,792893867
12939,68271904
12940,415790037
12941,768693404
12942,978127548
12943,388059916
12944,260280213
12945,784694965
12946,210928878
12947,401824998
12948,493121419
12949,225077746
12950,195965920
12951,85284532
12952,769748939
12953,659819359
12954,589191544
12955,386041168
12956,186920636
12957,166004978
12958,531961255
12959,646957088
12960,59689513
12961,797154108
12962,269810369
12963,977512473
12964,632195949
12965,809472587
12966,629815661
12967,119964786
12968,768956118
12969,942057264
12970,684461123
12971,255783211
12972,822181390
12973,785657841
12974,754277144
12975,30673064
12976,131412059
12977,126308008
12978,758310958
12979,464128
12980,258089736
12981,346464771
12982,662889633
12983,162532993
12984,807534586
12985,426997160
12986,402172684
12987,118555259
12988,479030067
12989,263462171
12990,371273091
12991,417146925
12992,230396790
12993,180948310
12994,738436257
12995,319088479
12996,265513986
12997,969244193
12998,661394192
12999,896140530
13000,617669615
13001,252839674
13002,746913473
13003,636924545
13004,402590513
13005,942535101
13006,89863009
13007,774722612
13008,564714690
13009,598165501
13010,855031481
13011,436443778
13012,390915414
13013,563771543
13014,176760323
13015,472825812
13016,2988486
13017,430932890
13018,247722607
13019,973046453
13020,449858880
13021,490096416
13022,487121976
13023,794369792
13024,666280891
13025,40377171
13026,593319719
13027,548281175
13028,47618480
