"Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Class"
15,"owner",48,30,"married","no","freelance",75,100,27000,5000,900,900,"negative"
13,"owner",60,32,"married","no","fixed",75,182,5000,2500,1300,1569,"negative"
11,"rent",60,37,"single","yes","fixed",74,135,0,0,1400,1937,"positive"
2,"owner",60,24,"married","no","partime",45,67,4100,2800,1400,1403,"negative"
1,"owner",60,25,"married","no","partime",60,137,2700,1900,1150,1255,"positive"
3,"rent",54,23,"married","no","fixed",59,140,0,0,1300,1345,"negative"
1,"parents",60,22,"single","no","fixed",35,85,0,0,1950,2134,"positive"
37,"owner",60,52,"married","no","fixed",45,324,7000,0,1550,1590,"negative"
0,"owner",60,29,"married","yes","fixed",45,100,4500,0,1200,1406,"positive"
5,"rent",60,43,"single","no","freelance",39,42,0,0,1600,1872,"positive"
4,"owner",60,35,"married","no","fixed",60,251,6500,4000,1000,1123,"negative"
1,"parents",60,27,"single","no","fixed",35,180,0,0,1000,1067,"negative"
10,"parents",60,34,"married","yes","freelance",60,400,12000,0,2075,2253,"positive"
20,"rent",36,39,"married","no","fixed",91,158,0,0,380,580,"negative"
1,"owner",36,51,"married","no","fixed",75,300,6000,0,1450,1992,"negative"
15,"rent",12,35,"separated","no","fixed",44,90,9000,0,400,1400,"negative"
12,"owner",60,33,"married","yes","freelance",90,146,15000,0,1150,1284,"negative"
0,"owner",60,30,"married","yes","fixed",75,255,4000,0,1500,1749,"negative"
5,"owner",60,25,"single","no","freelance",35,250,14000,0,1400,2125,"negative"
6,"owner",60,53,"married","no","freelance",45,50,16000,0,1000,1505,"negative"
6,"rent",60,26,"married","no","fixed",60,150,0,0,1200,1376,"negative"
35,"other",60,63,"widow","no","fixed",35,190,0,0,750,1138,"negative"
9,"rent",60,30,"married","no","fixed",63,178,0,0,1680,1931,"negative"
12,"owner",60,43,"married","yes","fixed",75,254,14000,2900,1200,1698,"negative"
20,"rent",60,35,"single","no","fixed",56,110,0,0,1000,1279,"negative"
15,"owner",36,49,"married","no","freelance",75,70,3572,1728,1650,2755,"positive"
3,"rent",60,34,"married","yes","fixed",85,100,0,0,1000,1600,"positive"
2,"owner",60,26,"married","yes","fixed",60,137,4000,350,1200,2200,"negative"
10,"owner",60,30,"married","yes","fixed",60,242,7500,0,1550,1904,"negative"
9,"owner",60,51,"married","no","fixed",90,85,4000,0,1380,1580,"negative"
1,"rent",36,40,"married","no","fixed",58,125,0,0,700,700,"negative"
30,"parents",24,53,"married","no","freelance",90,500,0,0,600,1100,"negative"
12,"other",60,33,"married","no","fixed",60,140,0,0,1650,1910,"negative"
1,"rent",60,24,"married","no","fixed",52,70,0,0,1200,1360,"positive"
3,"rent",60,25,"married","no","fixed",60,150,0,0,700,1030,"negative"
15,"owner",36,44,"married","yes","fixed",90,245,4000,0,375,460,"positive"
2,"owner",60,33,"married","no","freelance",75,193,5000,0,1150,1339,"negative"
4,"parents",24,27,"single","no","fixed",35,110,0,0,370,525,"negative"
4,"rent",60,24,"married","no","fixed",52,70,0,0,1000,1315,"negative"
2,"rent",60,32,"married","no","partime",87,115,2000,0,1250,1517,"negative"
6,"parents",48,32,"single","yes","fixed",35,85,0,0,1100,1330,"positive"
6,"rent",60,36,"single","no","fixed",85,400,0,0,1000,1290,"negative"
6,"parents",60,27,"single","no","fixed",35,130,0,0,1600,1900,"negative"
15,"rent",18,55,"married","no","freelance",102,120,20000,0,1150,1366,"negative"
1,"rent",60,39,"married","yes","fixed",130,250,0,0,1900,4063,"negative"
16,"owner",48,36,"married","no","fixed",75,108,4000,0,500,1064,"negative"
12,"owner",60,38,"married","no","freelance",75,225,4500,900,1000,1606,"negative"
2,"owner",36,37,"married","no","partime",105,300,5000,0,1000,1570,"positive"
20,"owner",60,36,"married","no","fixed",75,250,2500,0,1350,1381,"negative"
2,"owner",24,49,"single","no","freelance",35,150,32000,0,800,816,"negative"
15,"rent",60,37,"married","yes","fixed",107,319,0,0,1800,2215,"positive"
20,"rent",60,49,"married","no","fixed",85,100,0,0,1420,1586,"positive"
4,"rent",12,28,"single","no","fixed",40,51,0,0,300,1469,"negative"
12,"owner",60,27,"married","no","fixed",45,145,3500,0,1000,1556,"negative"
10,"rent",48,47,"single","no","fixed",52,168,6000,0,850,1720,"negative"
1,"rent",60,44,"married","no","fixed",65,54,0,0,1550,1650,"negative"
3,"rent",48,29,"married","no","fixed",85,100,0,0,1000,1191,"negative"
12,"parents",60,35,"married","no","fixed",60,115,0,0,1000,1127,"negative"
10,"owner",48,31,"married","no","fixed",60,180,7500,1200,1000,1480,"negative"
3,"parents",60,23,"single","no","fixed",35,63,0,0,800,1258,"positive"
5,"owner",48,46,"married","no","fixed",60,130,4000,0,950,1544,"negative"
20,"owner",60,50,"married","no","fixed",60,170,6000,0,1300,1404,"negative"
3,"owner",48,26,"single","no","fixed",35,157,7000,0,1200,2053,"negative"
9,"owner",60,28,"married","no","fixed",90,64,1750,0,1055,1430,"positive"
0,"owner",48,61,"widow","no","others",35,35,4000,200,650,962,"negative"
15,"other",24,46,"married","no","fixed",75,150,18000,0,1400,1400,"negative"
4,"owner",12,25,"married","no","fixed",45,65,2000,0,350,1571,"negative"
5,"parents",36,22,"single","no","fixed",35,100,0,0,1000,1200,"negative"
11,"rent",60,38,"married","no","fixed",91,160,0,0,600,1200,"negative"
20,"other",60,57,"married","no","others",60,215,11000,0,1600,1842,"positive"
4,"owner",48,26,"married","no","fixed",75,112,4000,0,750,841,"negative"
2,"other",60,24,"married","no","partime",45,126,0,0,1450,1585,"positive"
14,"owner",60,51,"married","no","fixed",90,150,3500,0,950,957,"negative"
4,"owner",24,26,"single","no","fixed",35,136,2500,0,450,950,"negative"
10,"owner",60,46,"widow","no","freelance",45,123,3500,0,1100,1375,"negative"
12,"owner",60,37,"married","no","fixed",90,80,5000,0,1600,1800,"positive"
6,"owner",48,55,"married","no","freelance",45,72,16000,0,1760,2212,"negative"
14,"priv",60,38,"married","no","fixed",60,110,8000,400,450,1133,"negative"
5,"rent",60,24,"married","no","fixed",56,111,0,0,1000,1570,"positive"
5,"parents",36,27,"single","no","partime",35,60,0,0,500,1569,"positive"
1,"priv",48,36,"single","yes","fixed",35,173,7700,0,1000,2008,"positive"
20,"owner",18,62,"married","no","fixed",60,125,5000,0,500,1150,"negative"
2,"parents",24,19,"single","no","partime",35,60,0,0,530,630,"negative"
0,"priv",60,32,"married","no","partime",75,160,6000,0,1200,1571,"negative"
3,"rent",48,43,"married","no","partime",73,126,0,0,1300,1770,"positive"
6,"owner",36,34,"married","yes","fixed",60,148,9000,4090,500,1600,"negative"
11,"owner",48,34,"married","no","fixed",75,170,3500,435,1500,1627,"negative"
6,"rent",24,34,"married","no","fixed",68,230,0,0,500,1094,"negative"
9,"owner",60,30,"married","no","freelance",60,166,4000,1500,1350,1570,"negative"
9,"owner",60,40,"separated","yes","fixed",35,67,1600,0,800,935,"positive"
18,"owner",36,49,"married","no","fixed",60,80,15000,0,800,1419,"negative"
10,"rent",48,40,"married","no","partime",66,60,0,0,500,820,"positive"
1,"parents",60,24,"single","no","fixed",35,91,0,0,900,1060,"negative"
0,"parents",12,35,"single","no","partime",35,96,0,0,350,600,"negative"
3,"parents",60,36,"married","no","fixed",75,180,0,0,1200,1372,"negative"
40,"owner",24,62,"married","no","freelance",60,130,15000,0,250,758,"negative"
4,"owner",60,24,"married","no","partime",45,67,4000,2000,1000,1164,"negative"
14,"owner",60,44,"married","no","fixed",75,100,3500,0,1210,1450,"positive"
5,"owner",60,57,"married","no","fixed",60,830,18000,0,2000,2125,"negative"
11,"owner",60,25,"married","no","fixed",45,125,2500,700,1300,1557,"negative"
1,"owner",48,30,"married","no","freelance",60,30,4000,0,900,1700,"negative"
6,"rent",48,65,"married","no","others",69,237,0,0,1571,1571,"positive"
13,"parents",60,32,"married","no","fixed",60,152,0,0,900,1654,"negative"
2,"owner",24,43,"married","no","fixed",60,95,3000,0,300,350,"negative"
10,"rent",30,48,"married","no","fixed",74,139,5000,0,300,420,"negative"
0,"parents",48,25,"single","no","freelance",45,145,7000,0,1700,2173,"positive"
0,"other",36,36,"married","yes","freelance",45,300,30000,0,3000,6802,"positive"
12,"owner",24,47,"married","no","fixed",60,135,2500,0,550,1061,"negative"
4,"parents",60,22,"single","no","fixed",35,80,0,0,1200,1425,"negative"
22,"owner",36,47,"married","no","fixed",60,100,2250,0,450,546,"negative"
4,"owner",6,42,"married","no","fixed",45,275,4800,1200,2400,3400,"positive"
2,"owner",48,40,"married","yes","fixed",90,250,9000,7000,1250,1776,"positive"
3,"owner",36,40,"married","no","fixed",75,125,3500,0,800,1200,"negative"
18,"owner",48,43,"married","no","fixed",90,100,3500,0,1400,1403,"positive"
4,"rent",60,38,"married","yes","fixed",118,130,0,0,900,1086,"positive"
14,"other",60,41,"married","yes","fixed",75,131,0,0,1200,1200,"negative"
4,"owner",60,55,"married","no","freelance",60,350,13000,3000,1700,2200,"negative"
5,"parents",60,32,"married","no","freelance",60,538,0,0,1400,2360,"negative"
3,"parents",18,42,"married","no","freelance",75,276,1500,0,750,1758,"negative"
3,"parents",60,23,"single","no","fixed",35,107,0,0,700,1783,"negative"
15,"owner",60,50,"widow","no","fixed",45,156,9800,0,700,1136,"negative"
18,"owner",60,49,"married","no","fixed",90,110,5200,600,1350,1557,"negative"
27,"owner",48,62,"married","no","fixed",60,260,4000,500,800,886,"negative"
5,"rent",36,23,"married","no","fixed",68,81,0,0,400,400,"negative"
1,"owner",60,33,"married","no","partime",75,76,2500,550,800,1105,"positive"
6,"other",60,25,"married","no","fixed",60,98,0,0,600,1131,"negative"
22,"owner",60,37,"married","no","fixed",60,132,6000,1500,1400,1571,"negative"
5,"parents",36,27,"single","no","fixed",35,105,9500,2350,1000,1443,"negative"
3,"owner",60,47,"married","no","fixed",75,300,8000,0,1060,1160,"negative"
1,"parents",48,22,"married","no","fixed",45,117,0,0,768,896,"negative"
20,"other",60,39,"married","no","fixed",60,119,0,0,1300,1639,"negative"
0,"owner",24,46,"married","no","fixed",90,140,30000,0,350,1571,"negative"
1,"parents",48,19,"single","no","fixed",35,70,0,0,1000,1075,"positive"
8,"owner",60,24,"single","no","freelance",35,265,8000,0,1200,1590,"negative"
12,"rent",36,43,"married","no","fixed",78,180,0,0,1600,2200,"negative"
1,"owner",36,42,"married","no","partime",60,62,3000,0,300,450,"negative"
5,"priv",24,32,"single","no","freelance",35,189,7750,3900,1000,1536,"negative"
1,"rent",60,27,"single","no","fixed",43,75,0,0,1000,1375,"positive"
0,"parents",60,34,"single","no","partime",35,70,0,0,900,1005,"positive"
10,"owner",60,43,"married","no","fixed",75,188,5000,0,1000,1264,"negative"
5,"parents",36,21,"single","no","fixed",35,150,0,0,1000,1313,"negative"
13,"owner",48,36,"married","no","fixed",45,124,3000,0,700,1365,"negative"
3,"parents",60,23,"single","no","fixed",45,113,4000,0,900,1105,"negative"
15,"other",24,40,"married","no","fixed",75,98,0,0,500,1100,"negative"
12,"priv",60,38,"married","yes","fixed",90,195,1500,200,1150,1310,"negative"
2,"rent",36,58,"married","no","others",61,159,10000,0,950,1265,"negative"
2,"priv",24,41,"married","yes","freelance",135,959,2000,500,1050,1474,"positive"
20,"rent",36,39,"married","no","freelance",92,170,12000,0,950,980,"negative"
1,"parents",24,19,"single","no","fixed",35,28,0,0,400,600,"negative"
2,"rent",48,31,"married","no","freelance",102,268,0,0,1400,1635,"positive"
0,"owner",48,28,"married","no","partime",60,155,4500,1641,800,1376,"positive"
24,"rent",36,49,"married","no","fixed",84,240,0,0,675,675,"negative"
0,"owner",60,47,"married","yes","fixed",90,500,20000,0,1800,2000,"negative"
4,"owner",60,42,"married","no","fixed",75,135,4000,0,978,978,"positive"
3,"parents",60,25,"single","no","partime",35,225,0,0,1130,1130,"positive"
3,"owner",48,48,"married","no","freelance",45,100,4000,0,1600,2600,"negative"
30,"owner",36,52,"married","no","fixed",60,190,5000,0,800,950,"negative"
1,"owner",60,37,"married","no","freelance",60,200,9000,0,1400,1493,"positive"
4,"rent",36,45,"married","no","fixed",105,154,12000,0,600,2240,"negative"
13,"owner",60,30,"married","no","fixed",45,210,14000,0,1100,1224,"negative"
4,"rent",36,38,"married","yes","fixed",60,145,0,0,650,1000,"positive"
22,"owner",60,50,"married","no","fixed",90,210,16000,0,2100,2500,"positive"
1,"parents",60,29,"married","yes","partime",35,102,0,0,1100,1120,"positive"
0,"owner",36,42,"married","no","fixed",105,75,10000,0,400,725,"negative"
0,"owner",36,37,"married","no","freelance",75,150,7000,1500,500,720,"negative"
1,"parents",36,36,"single","no","fixed",35,120,0,0,1000,2470,"negative"
15,"rent",60,33,"married","yes","freelance",64,36,0,0,1150,1150,"positive"
15,"owner",36,41,"married","no","freelance",90,129,16000,0,1000,1655,"negative"
6,"parents",60,23,"married","no","fixed",45,125,0,0,900,1389,"negative"
8,"other",48,30,"married","no","fixed",75,156,0,0,1100,1310,"negative"
12,"owner",60,27,"married","no","fixed",60,72,2500,1300,750,758,"positive"
8,"other",24,33,"married","no","fixed",75,166,0,0,1150,1770,"negative"
1,"parents",36,23,"single","no","partime",35,75,0,0,350,425,"positive"
22,"owner",24,41,"married","no","fixed",90,125,4700,400,250,1035,"negative"
20,"rent",60,52,"married","no","freelance",70,250,4100,0,1200,1226,"negative"
25,"owner",36,58,"married","no","fixed",45,128,30000,0,1500,1750,"negative"
11,"owner",36,46,"married","no","fixed",60,155,16500,0,1000,1800,"negative"
4,"owner",60,28,"married","no","fixed",60,459,22000,9700,600,2150,"negative"
9,"owner",48,38,"married","no","fixed",75,360,8000,4000,1700,1713,"negative"
1,"rent",36,39,"married","no","fixed",85,100,0,0,600,975,"positive"
10,"rent",60,24,"married","no","fixed",53,80,0,0,400,650,"negative"
4,"owner",60,41,"married","no","fixed",90,250,10000,2000,800,916,"negative"
24,"other",36,51,"married","no","fixed",45,105,0,0,625,625,"negative"
30,"owner",36,56,"married","yes","freelance",105,300,30000,1300,1100,1318,"negative"
1,"other",24,24,"married","no","freelance",60,137,0,0,300,750,"negative"
20,"owner",12,49,"married","no","fixed",90,110,15000,0,125,325,"negative"
1,"owner",36,21,"single","no","fixed",35,127,10000,0,850,1014,"negative"
13,"owner",60,34,"separated","no","fixed",35,56,7000,1500,1250,1525,"positive"
1,"owner",60,38,"married","no","fixed",90,75,5000,0,1000,1144,"negative"
2,"owner",36,58,"widow","no","others",35,52,4000,0,400,550,"negative"
0,"parents",60,39,"single","no","fixed",35,100,0,0,1000,1556,"negative"
14,"rent",60,60,"married","no","fixed",62,170,8000,0,915,1396,"negative"
6,"priv",60,23,"single","no","fixed",35,150,5050,3800,1000,2470,"negative"
17,"owner",12,37,"married","no","fixed",75,188,7000,1000,600,1890,"negative"
8,"priv",36,48,"married","yes","fixed",75,175,1000,0,475,575,"negative"
4,"parents",60,26,"married","no","fixed",45,64,0,0,1150,1294,"negative"
1,"parents",36,23,"single","no","partime",35,110,0,0,650,710,"positive"
13,"owner",60,34,"married","no","fixed",45,186,3000,0,1900,2600,"negative"
19,"owner",60,46,"single","no","fixed",75,140,6000,0,1800,1849,"negative"
12,"owner",12,51,"married","no","freelance",45,200,2000,0,350,450,"negative"
13,"owner",60,45,"married","no","fixed",90,135,4750,3500,1100,1369,"negative"
4,"owner",60,55,"married","no","fixed",45,130,9000,0,1800,2281,"negative"
0,"owner",48,39,"married","no","freelance",60,200,5500,0,3075,4575,"positive"
11,"owner",60,26,"married","no","fixed",45,90,3000,0,900,931,"negative"
31,"owner",60,47,"married","no","fixed",60,175,8000,1500,1000,1330,"negative"
2,"owner",18,31,"married","no","partime",90,197,5000,300,860,1192,"negative"
3,"owner",48,50,"married","no","fixed",90,125,12000,0,800,950,"positive"
6,"owner",36,39,"married","yes","freelance",45,170,14000,1200,1100,1900,"negative"
10,"rent",48,36,"married","yes","freelance",100,247,0,0,1500,1810,"positive"
0,"other",60,47,"married","yes","others",45,250,100000,0,1300,1700,"positive"
20,"owner",24,45,"married","no","fixed",75,130,5000,0,450,1318,"negative"
8,"other",24,40,"married","yes","fixed",75,207,0,0,600,750,"negative"
15,"rent",60,36,"married","yes","freelance",97,65,0,0,1000,1168,"positive"
2,"owner",36,43,"married","yes","freelance",90,180,8000,560,700,1300,"negative"
4,"owner",48,44,"married","no","freelance",60,250,40000,9300,700,1111,"positive"
1,"owner",60,55,"married","no","others",45,129,3000,0,970,1264,"negative"
1,"other",48,26,"single","no","partime",35,116,2000,0,1100,1123,"positive"
9,"owner",60,33,"married","no","fixed",75,88,2500,0,1000,1386,"negative"
11,"rent",24,27,"married","no","partime",72,120,0,0,900,1395,"negative"
2,"rent",60,24,"married","no","fixed",70,100,0,0,900,1127,"positive"
0,"owner",60,29,"married","no","fixed",60,100,5000,0,800,960,"negative"
1,"parents",60,20,"single","no","freelance",35,113,13000,0,1500,2179,"positive"
20,"owner",36,46,"married","yes","freelance",105,80,9000,0,850,886,"negative"
30,"owner",60,62,"married","no","fixed",60,150,3200,400,800,1314,"negative"
2,"parents",60,27,"single","no","fixed",35,71,3500,0,600,960,"negative"
1,"rent",60,52,"divorced","no","fixed",55,99,0,0,750,873,"positive"
2,"other",36,26,"single","no","fixed",35,63,0,0,300,1111,"negative"
5,"owner",60,43,"married","yes","freelance",75,166,7000,700,1000,1040,"positive"
15,"parents",60,34,"married","no","fixed",45,108,0,0,1000,1995,"negative"
15,"rent",60,37,"married","no","fixed",58,134,500,0,900,1333,"negative"
5,"rent",36,37,"married","no","fixed",74,138,0,0,900,1358,"negative"
3,"owner",48,39,"married","no","fixed",60,110,3000,0,1270,1613,"negative"
2,"owner",60,26,"married","no","fixed",45,160,3500,0,1300,1855,"negative"
2,"owner",60,34,"married","no","fixed",60,176,4000,450,1800,2271,"negative"
1,"parents",60,30,"separated","no","partime",35,70,0,0,925,925,"positive"
4,"rent",60,26,"married","no","fixed",51,60,0,0,1750,1950,"negative"
20,"other",6,58,"married","yes","fixed",45,130,0,0,500,2058,"negative"
1,"parents",60,36,"single","no","fixed",35,176,0,0,1100,1600,"negative"
13,"owner",60,40,"married","no","fixed",90,130,3000,0,800,860,"negative"
7,"owner",36,49,"widow","no","fixed",35,108,12000,0,350,875,"negative"
1,"owner",60,25,"married","no","freelance",60,150,10000,2000,1000,1260,"negative"
6,"rent",36,33,"married","no","fixed",108,183,0,0,950,1705,"negative"
18,"rent",60,38,"married","no","fixed",56,108,0,0,1000,1307,"negative"
15,"other",36,38,"married","yes","freelance",90,200,6000,0,1550,1982,"negative"
11,"rent",12,33,"married","no","fixed",78,180,0,0,300,1479,"negative"
15,"rent",60,42,"married","no","fixed",58,130,0,0,1000,1308,"negative"
1,"rent",48,47,"married","no","fixed",74,140,0,0,2000,2201,"positive"
0,"owner",60,25,"married","no","fixed",75,141,3500,0,1250,1350,"negative"
17,"owner",48,42,"married","no","fixed",60,127,3500,0,700,1386,"negative"
21,"owner",48,52,"married","no","fixed",60,117,3000,0,1650,2276,"negative"
13,"rent",36,36,"married","yes","fixed",88,130,0,0,400,1608,"negative"
5,"owner",60,28,"married","yes","freelance",75,240,3000,0,1300,1585,"negative"
18,"parents",60,33,"single","yes","fixed",35,425,0,0,900,1320,"negative"
10,"owner",60,46,"married","yes","freelance",75,800,25000,2050,2600,3190,"negative"
3,"parents",60,22,"single","no","fixed",35,80,0,0,1000,1500,"negative"
1,"rent",60,22,"single","no","fixed",45,95,0,0,1250,1571,"negative"
3,"owner",60,23,"single","no","partime",35,71,1500,0,1150,1386,"positive"
8,"other",60,29,"married","no","fixed",45,135,0,0,1400,1680,"negative"
4,"parents",36,29,"single","no","fixed",35,47,0,0,400,450,"negative"
10,"parents",12,37,"married","no","fixed",90,250,3000,0,240,1488,"negative"
3,"other",12,30,"single","no","freelance",35,150,0,0,920,1396,"negative"
29,"owner",48,52,"married","no","fixed",60,118,6500,0,750,1255,"negative"
12,"owner",48,46,"married","no","fixed",60,130,6000,0,1480,1883,"negative"
15,"owner",36,51,"married","no","fixed",45,125,4000,200,375,375,"negative"
5,"rent",60,28,"married","no","freelance",77,171,0,0,2500,3070,"negative"
0,"owner",36,33,"married","no","fixed",45,265,2500,1100,1400,2189,"negative"
10,"rent",60,39,"single","no","freelance",45,100,0,0,1450,1692,"negative"
4,"rent",60,33,"married","no","freelance",82,69,0,0,2000,2216,"positive"
12,"owner",48,40,"married","no","fixed",75,293,4000,0,1298,1298,"negative"
13,"priv",24,59,"widow","no","fixed",35,87,1200,0,425,750,"negative"
16,"owner",60,32,"married","no","fixed",45,110,6000,2000,1400,1830,"negative"
2,"owner",60,45,"married","no","freelance",75,75,2500,0,1100,1242,"negative"
3,"other",48,38,"married","no","freelance",75,40,3500,0,600,882,"positive"
4,"owner",60,26,"married","no","fixed",45,140,3500,1500,600,1137,"negative"
0,"parents",36,21,"single","no","partime",45,161,2500,0,580,580,"positive"
2,"parents",6,31,"single","no","fixed",35,70,0,0,850,1403,"negative"
18,"owner",36,32,"married","no","fixed",75,65,2500,0,700,957,"negative"
4,"other",24,40,"married","no","partime",60,66,0,0,1300,1300,"negative"
4,"rent",48,29,"married","yes","fixed",42,73,0,0,579,1097,"positive"
7,"rent",36,33,"married","no","freelance",78,178,0,0,700,1033,"negative"
0,"parents",60,29,"separated","no","partime",35,140,0,0,763,913,"negative"
2,"owner",60,57,"single","no","freelance",35,50,15000,0,960,962,"positive"
2,"owner",60,23,"married","no","fixed",45,78,5000,6300,1075,1123,"positive"
11,"owner",60,38,"married","no","freelance",60,350,7500,0,1500,1800,"negative"
1,"rent",48,45,"married","no","fixed",59,140,0,0,1800,1980,"negative"
2,"owner",36,51,"married","no","partime",75,125,4500,0,600,989,"negative"
22,"rent",48,42,"married","yes","fixed",102,121,0,0,1000,1250,"negative"
0,"owner",60,22,"single","no","partime",35,155,6500,0,1100,1646,"negative"
2,"priv",48,26,"single","no","fixed",35,133,3000,0,1000,1114,"negative"
20,"owner",60,51,"married","no","fixed",75,117,2000,0,1000,1365,"negative"
1,"parents",36,33,"single","no","fixed",35,125,0,0,600,1600,"positive"
5,"priv",48,43,"married","yes","fixed",75,136,2500,500,940,1133,"negative"
3,"owner",12,32,"married","no","freelance",75,25,3600,1800,100,550,"negative"
11,"rent",36,52,"married","no","fixed",93,176,0,0,350,350,"positive"
20,"other",12,65,"married","yes","freelance",45,430,70000,0,1000,1321,"negative"
1,"rent",60,32,"married","no","fixed",88,125,0,0,1200,1225,"positive"
8,"owner",60,29,"widow","no","fixed",35,79,4000,0,850,950,"negative"
1,"rent",36,25,"married","yes","partime",69,92,0,0,475,550,"positive"
0,"parents",60,22,"married","no","fixed",45,176,0,0,1150,1277,"negative"
2,"priv",60,53,"married","no","fixed",75,85,7000,0,1050,1172,"positive"
1,"owner",24,47,"married","no","fixed",90,188,9000,0,700,1318,"negative"
2,"rent",48,34,"married","no","freelance",75,300,0,0,1700,2185,"negative"
1,"parents",60,23,"single","no","fixed",35,100,0,0,1500,2610,"positive"
13,"rent",60,54,"married","no","fixed",57,120,0,0,1000,1257,"negative"
1,"parents",12,22,"single","no","partime",35,60,0,0,100,600,"negative"
1,"rent",48,46,"married","no","fixed",103,125,1500,0,1100,1408,"positive"
19,"owner",12,42,"married","no","fixed",90,464,5000,0,1100,2413,"negative"
5,"parents",60,45,"married","yes","fixed",35,176,0,0,1000,1388,"negative"
19,"parents",60,49,"single","no","fixed",35,90,0,0,1600,1636,"negative"
8,"owner",60,28,"married","no","freelance",60,200,9000,0,750,850,"negative"
1,"parents",24,22,"single","no","fixed",35,415,0,0,700,1757,"negative"
11,"owner",60,27,"married","no","fixed",45,318,8000,3300,1350,1600,"negative"
6,"owner",18,33,"single","no","fixed",35,163,6000,0,1200,2022,"negative"
4,"rent",60,52,"married","no","fixed",97,72,0,0,1200,1200,"positive"
2,"owner",60,34,"married","no","fixed",45,156,5000,198,1550,1550,"negative"
0,"owner",36,43,"widow","no","others",35,49,2000,0,400,710,"positive"
8,"owner",60,40,"married","no","fixed",75,110,3000,0,950,1286,"negative"
3,"owner",60,31,"married","no","fixed",45,140,5500,1200,900,1400,"negative"
2,"owner",36,31,"married","no","freelance",60,92,2500,850,600,1638,"negative"
6,"owner",24,42,"married","no","partime",60,145,3000,0,500,1850,"negative"
2,"parents",60,35,"married","no","fixed",75,104,0,0,1200,1677,"negative"
4,"owner",36,42,"married","yes","freelance",75,400,12000,0,1500,1900,"negative"
0,"owner",48,24,"married","no","partime",45,95,5000,0,1000,1601,"negative"
5,"owner",6,31,"married","no","freelance",60,150,5000,0,300,1200,"negative"
1,"parents",12,53,"single","no","fixed",35,160,0,0,250,1456,"negative"
14,"owner",60,59,"married","no","fixed",60,177,10000,0,1450,1456,"negative"
12,"owner",48,38,"married","no","fixed",60,85,3000,0,500,960,"negative"
6,"rent",36,49,"married","yes","freelance",113,380,0,0,1000,1337,"positive"
13,"owner",60,42,"married","no","fixed",60,107,4000,0,1000,1359,"negative"
0,"owner",36,54,"married","no","others",45,134,2500,0,625,801,"negative"
21,"rent",60,39,"married","no","fixed",124,191,2000,0,2000,2536,"negative"
0,"owner",60,48,"married","no","partime",75,100,7000,0,1000,1129,"positive"
2,"parents",36,20,"single","no","fixed",35,110,0,0,500,1314,"negative"
5,"other",48,32,"married","yes","fixed",45,225,0,0,1000,1812,"positive"
15,"parents",60,51,"married","yes","fixed",60,100,0,0,300,1742,"negative"
35,"owner",48,54,"married","no","fixed",60,217,5000,0,1250,1455,"negative"
3,"other",36,40,"married","yes","fixed",75,176,0,0,950,1150,"positive"
3,"owner",24,29,"married","no","fixed",45,254,6000,800,500,1900,"negative"
3,"other",60,27,"married","no","fixed",90,126,4000,0,1400,1800,"positive"
0,"owner",60,57,"married","no","freelance",45,200,3500,0,950,1070,"negative"
1,"other",60,36,"married","no","fixed",60,101,0,0,850,1098,"positive"
10,"parents",60,31,"married","no","fixed",60,119,0,0,1600,1750,"positive"
0,"owner",48,22,"single","no","fixed",35,152,4000,0,1210,1325,"negative"
0,"parents",48,40,"married","no","partime",90,113,3500,0,600,710,"positive"
18,"other",36,54,"married","no","fixed",75,119,0,0,300,1268,"negative"
8,"parents",60,26,"single","no","freelance",35,75,7000,0,850,989,"negative"
21,"rent",60,36,"married","no","fixed",83,80,0,0,1220,1505,"negative"
0,"parents",36,22,"married","no","partime",60,137,0,0,700,900,"positive"
4,"priv",36,26,"married","no","fixed",45,107,3000,0,700,700,"negative"
5,"owner",60,36,"married","no","freelance",90,62,3000,0,650,1295,"positive"
5,"owner",60,36,"married","no","freelance",90,62,3000,0,650,1295,"positive"
19,"rent",60,37,"married","yes","fixed",88,125,0,0,750,970,"negative"
4,"rent",60,28,"married","no","fixed",79,190,4000,0,1250,1250,"positive"
12,"owner",24,56,"married","yes","fixed",60,124,1000,0,500,1495,"negative"
3,"owner",36,35,"married","yes","partime",60,144,3000,0,475,690,"positive"
0,"owner",60,31,"married","yes","fixed",45,184,3500,0,1550,1679,"positive"
5,"parents",24,26,"single","no","freelance",35,100,0,0,800,2450,"negative"
10,"owner",12,34,"married","no","fixed",75,80,4500,3500,300,1600,"negative"
2,"rent",60,36,"married","no","fixed",58,129,0,0,1125,1575,"negative"
3,"owner",24,29,"married","no","fixed",60,225,9000,0,600,980,"negative"
13,"owner",48,33,"married","no","fixed",75,191,8000,2000,1400,1602,"negative"
2,"rent",24,28,"married","no","fixed",75,150,0,0,512,1255,"negative"
5,"priv",60,24,"married","no","fixed",45,127,2000,0,1000,1282,"negative"
43,"owner",60,57,"married","yes","fixed",45,283,8000,0,900,1168,"positive"
15,"parents",60,34,"single","no","fixed",45,195,17000,0,1200,1200,"negative"
2,"owner",36,38,"married","no","fixed",45,114,3600,0,650,1100,"negative"
